4) Specifica il codice ISTAT del tuo comune,6) Il tuo territorio ha problemi di connettività a internet? ,"7) Il tuo sindaco o un assessore, ti ha incontrato come Digital Champion?","8) Il comune durante il 2014-15, ha organizzato o finanzia iniziative per aumentare la cultura digitale?",10) C'è e come ci si registra al wi fi pubblico nel comune di cui sei DC?,"11) Il wi fi pubblico, per quanto tempo è accessibile al giorno?",12) Hai verificato la qualità del sito web del tuo comune?   ,13) Quali servizi on line ci sono?,14) Il tuo comune è presente su facebook? E come viene gestito?,15) Il tuo comune è presente su twitter e come viene gestito? *,18) Il tuo comune rilascia dati in formato aperto e riusabile (open data) *,C'è una comunità che organizza Coderdojo? Quanto è attiva?,20) Ci sono iniziative di alfabetizzazione digitale?  *,22) Puoi segnalare quante startup innovative ci sono nella provincia del tuo comune?,23) Puoi segnalare quanti incubatori registrati ci sono nel tuo comune?,"25) Ci sono altri spazi adibiti alla promozione del digitale come coworking, fablab e altro?  *",29) Quale priorità segnali per il tuo comune?  *,Comune,Provincia,Regione,Grandezza_comune,Abitanti,,,,,,,,,,,,,,,,,,,,,,,,,,Scegli un tema che vorresti approfondire come digital champion
101010,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,fino a 10 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi per situazioni di emergenza",è presente ma non risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,5,0,no,"aumentare il wi fi pubblico, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup",Crotone,KR,CAL,GRANDE,61798,,,,,,,,,,,,,,,,,,,,,,,,,,
100005,Non abbiamo problemi di connettività,si,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),tempo limitato,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, Pagamento multe",è presente e risponde a commenti e domande,è presente e risponde,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,1 volta al mese,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",13,0,si,"supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Prato,PO,TOS,GRANDE,188011,,,,,,,,,,,,,,,,,,,,,,,,,,
99017,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite mail,tra 1h e 2h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Pagamento online tasse e tariffe comunali",è presente e risponde a commenti e domande,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",0,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",San Giovanni in Marignano,RN,EMR,MEDIO,9090,,,,,,,,,,,,,,,,,,,,,,,,,,
99013,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",il wi fi pubblico c'è e non è necessaria nessuna iscrizione,massimo 1h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, Sportello Unico online",è presente e risponde a commenti e domande,non è presente su  twitter,"esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,29,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende",Riccione,RN,EMR,GRANDE,35815,,,,,,,,,,,,,,,,,,,,,,,,,,
99002,la connettività non supera i 100 Megabit,no,"no, non hai mai organizzato nulla",ci si registra passando per un ufficio,non c'è nessun limite,fino a 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali",è presente ma non risponde a commenti e domande,è presente ma non risponde ai commenti,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, avviare coderdojo, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Cattolica,RN,EMR,MEDIO,16899,,,,,,,,,,,,,,,,,,,,,,,,,,
99001,la connettività non supera i 20 Megabit,si,"si, ha organizzato 1 evento",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Sportello Unico online, Certificati online, Sostafacile","è presente e risponde a commenti e domande, è presente anche durante il weekend, è una pagina dedicata per lo più alla promozione turistica","è presente e risponde anche durante i weekend, come facebook, per lo più dedicata a promozione turistica (a partire dal nome: bimturismo)",non esiste una sezione open data,non c'è una comunità coderdojo ma c'è un centro che ogni tanto organizza laboratori per bambini con Scratch e Makey Makey,Saltuariamente vengono organizzati incontri ma nulla di continuativo,"0 nel comune, 26 in provincia di Rimini",0,no,"aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare formazione di tecnologie open source, aumentare diffusione dei fablab e della digitalizzazione della manifattura, open data",Bellaria-Igea Marina,RN,EMR,MEDIO,19358,,,,,,,,,,,,,,,,,,,,,,,,,,
98041,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende",Mulazzano,LO,LOM,MEDIO,5768,,,,,,,,,,,,,,,,,,,,,,,,,,
98031,Non abbiamo problemi di connettività,si,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),massimo 1h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, Pagamento multe, URP online",è presente e risponde a commenti e domande,è presente e risponde,esiste una sezione o portale open data con dataset di vari uffici,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso giovani,15,1,si,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Lodi,LO,LOM,GRANDE,44401,,,,,,,,,,,,,,,,,,,,,,,,,,
97048,la connettività non supera i 20 Megabit,si,"si, ha organizzato più eventi",c'è solo in Biblioteca e scuole,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per situazioni di emergenza, Certificati anagrafici",è presente ma non risponde a commenti e domande,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,sto organizzandola come DC,"Saltuariamente vengono organizzati incontri ma nulla di continuativo, Ci sono iniziative per l’alfabetizzazione verso anziani",Nessuna,Nessuno,no,"aumentare la connettività, aumentare il wi fi pubblico, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo, aumentare le politiche a supporto delle startup",Merate,LC,LOM,MEDIO,14943,,,,,,,,,,,,,,,,,,,,,,,,,,
97030,la connettività non supera i 10 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi per situazioni di emergenza, Notizie, elenco manifestazioni, regolamenti",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo",Dervio,LC,LOM,PICCOLO,2774,,,,,,,,,,,,,,,,,,,,,,,,,,
97009,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, URP online, Sportello Unico online","non è presente su facebook, è presente la pagina gestita dal gruppo di maggioranza",è presente ma non risponde ai commenti,non esiste una sezione open data,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso anziani,1,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo, aumentare formazione di tecnologie open source",Bosisio Parini,LC,LOM,PICCOLO,3519,,,,,,,,,,,,,,,,,,,,,,,,,,
97008,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza",non è presente su facebook,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,0,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, avviare coderdojo",Bellano,LC,LOM,PICCOLO,3305,,,,,,,,,,,,,,,,,,,,,,,,,,
96041,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla","Mi son appena trasferito, devo verificare",Devo verificare,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Pagamento online tasse e tariffe comunali, URP online",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,4,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup",Occhieppo Superiore,BI,PIE,PICCOLO,2844,,,,,,,,,,,,,,,,,,,,,,,,,,
95079,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza",non è presente su facebook,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,3,0,,"aumentare il wi fi pubblico, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Bosa,OR,SAR,MEDIO,8133,,,,,,,,,,,,,,,,,,,,,,,,,,
95065,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi per situazioni di emergenza, Pagamento online tasse e tariffe comunali, URP online, Sportello Unico online",non è presente su facebook,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Non c'è stata nessuna iniziativa,123 (dato regionale),0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source",Terralba,OR,SAR,MEDIO,10305,,,,,,,,,,,,,,,,,,,,,,,,,,
95039,la connettività non supera i 10 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Servizi informativi per situazioni di emergenza",è presente e risponde a commenti e domande,non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Non c'è stata nessuna iniziativa,3,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, Open Data",Palmas Arborea,OR,SAR,PICCOLO,1484,,,,,,,,,,,,,,,,,,,,,,,,,,
95032,la connettività effettiva non supera i 700k,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,fino a 40 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,nessuna,nessuno,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",Neoneli,OR,SAR,PICCOLO,717,,,,,,,,,,,,,,,,,,,,,,,,,,
